"TSC_NAME"	"PANGAEA sample id"	"Station.label"	"Layer"	"Layer2"	"polar"	"lower.size.fraction"	"upper.size.fraction"	"Event.date"	"Latitude"	"Longitude"	"Depth.nominal"	"Depth.Mixed.Layer"	"Temperature"	"Oxygen"	"ChlorophyllA"	"Salinity"	"Carbon.total"	"NO2"	"NO2NO3"	"NO3"	"PO4"	"Ammonium.5m"	"Iron.5m"	"Alkalinity.total"	"CO3"	"HCO3"	"NP"	"Lyapunov"	"Si"	"Nitracline"	"Brunt.Väisälä"	"Okubo.Weiss"	"Residence.time"	"PAR.PC"	"Gradient.Surface.temp(SST)"	"Fluorescence"	"Density"	"Depth.Min.O2"	"Depth.Max.O2"	"Mean Flux at 150m"	"FluxAttenuation"	"NPP 8d VGPM (mgC/m2/day)"	"Ocean"	"Province"
"TSC000"	"TARA_X000000368"	"TARA_004"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-09-15 18:00"	"36.5533"	"-6.5669"	"40"	"11"	"16.3584"	""	"0.535777"	"36.5811"	""	""	""	""	""	"0.02287024322"	"0.001387697625"	""	""	""	""	"0.031746"	""	""	"36"	""	"4"	""	"0.8599"	""	"26.8866"	""	""	""	""	""	"[NAO] North Atlantic Ocean (MRGID:1912)"	""
"TSC001"	"TARA_Y200000002"	"TARA_004"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-09-15 11:30"	"36.5533"	"-6.5669"	"9"	"12"	"20.238088"	""	"0.180403"	"36.599199"	""	""	""	""	""	"0.02287024322"	"0.001387697625"	""	""	""	""	"0.031746"	""	""	"25"	""	"4"	""	"0.73994"	""	"25.909909"	""	""	""	""	"686.086"	"[NAO] North Atlantic Ocean (MRGID:1912)"	"B7"
"TSC002"	"TARA_A200000159"	"TARA_007"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-09-23 16:08"	"37.0541"	"1.9478"	"42"	"18"	"17.521075"	""	"0.338691"	"37.1036"	"0.0256"	""	"0.028"	""	"0.0065"	"0.01524471973"	"0.001387776788"	"0.0265"	"0.0273"	"0.0243"	""	""	"0.4985"	""	"45"	"-1.3813"	"0"	""	"1.0375"	""	"27.003675"	""	""	""	""	"354.2245"	"[MS] Mediterranean Sea (MRGID:1905)"	""
"TSC003"	"TARA_A200000113"	"TARA_007"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-09-23 12:50"	"37.051"	"1.9378"	"9"	"18"	"23.8141"	""	"0.189348"	"37.522"	"0.00695"	"0.0445"	"0.14325"	""	"0.0475"	"0.01524471973"	"0.001387776788"	"0.00065"	"0.0067"	""	""	""	"0.7935"	""	"45"	"-1.3813"	"0"	""	"1.0375"	""	"25.61115"	""	""	""	""	"354.2245"	"[MS] Mediterranean Sea (MRGID:1905)"	"B7"
"TSC004"	"TARA_X000001036"	"TARA_009"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-09-28 16:59"	"39.0609"	"5.9422"	"55"	"0"	"15.9708"	""	"0.442902"	"37.68195"	"0.0067"	"0.02"	"0.08"	""	"0.02"	"0.01508665892"	"0.00138772993"	"0.002"	"0.0169"	"0.0071"	""	"0.190651"	""	""	"25"	"0.021447"	"0"	""	"0.35542"	""	"27.81605"	""	""	""	""	"205.122"	"[MS] Mediterranean Sea (MRGID:1905)"	""
"TSC005"	"TARA_X000000950"	"TARA_009"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-09-28 12:18"	"39.1633"	"5.916"	"9"	"25"	"24.4828"	""	"0.136232"	"37.8042"	"0.0003"	"0.01"	"0.03"	""	"0.02"	"0.01508665892"	"0.00138772993"	""	"0.0003"	""	""	"0.190651"	""	""	"35"	"0.021447"	"0"	""	"0.95289"	""	"25.621"	""	""	""	""	"205.122"	"[MS] Mediterranean Sea (MRGID:1905)"	"B7"
"TSC006"	"TARA_S200000501"	"TARA_018"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-11-02 14:07"	"35.7528"	"14.2765"	"60"	"50"	"18.30575"	"238.694625"	"0.076875"	"37.84945"	"0.0118"	"0.0263"	"0.038"	""	"0.0131"	"0.009119561485"	"0.001387895066"	"0.0017"	"0.0452"	""	""	"0.066158"	"0.58135"	""	"60"	"-0.124391"	"15.222222"	""	"1.0568"	"1.375"	"27.375"	"580"	"58"	""	""	"331.789"	"[MS] Mediterranean Sea (MRGID:1905)"	""
"TSC008"	"TARA_A100000164"	"TARA_018"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-11-02 8:13"	"35.759"	"14.2574"	"5"	"51"	"21.48665"	"208.245"	"0.013344"	"37.89575"	"0.0103"	"0.01833"	"0.118"	""	"0.0256"	"0.009119561485"	"0.001387895066"	"0.001"	"0.0228"	""	""	"0.066158"	"0.5571"	""	"61"	"-0.124391"	"15.222222"	""	"1.0513"	"1.091875"	"26.565263"	"221"	"60"	""	""	"331.789"	"[MS] Mediterranean Sea (MRGID:1905)"	"B7"
"TSC011"	"TARA_E500000081"	"TARA_023"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-11-18 13:50"	"42.1735"	"17.7252"	"55"	"12"	"15.180558"	"224.264417"	"0.136877"	"38.47375"	""	"0.013"	"0.05"	""	"0.012"	"0.00143125304"	"0.001387877506"	""	""	""	""	"0.078584"	"1.0505"	""	"58"	"-0.354776"	"3.583333"	""	"1.657"	"1.786458"	"28.613475"	"160"	"43"	"1.897733"	"1.352154776"	"478.135"	"[MS] Mediterranean Sea (MRGID:1905)"	""
"TSC013"	"TARA_E500000075"	"TARA_023"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-11-18 8:41"	"42.2038"	"17.715"	"5"	"16"	"17.211742"	"221.782083"	"0.103935"	"38.22805"	""	"0.009125"	"0.040875"	""	"0.012"	"0.00143125304"	"0.001387877506"	""	""	""	""	"0.078584"	"1.372375"	""	"3"	"-0.354776"	"3.583333"	""	"1.6157"	"1.465"	"27.9429"	"115"	"37"	"2.376476"	""	"478.135"	"[MS] Mediterranean Sea (MRGID:1905)"	"B7"
"TSC014"	"TARA_E500000331"	"TARA_025"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-11-23 13:52"	"39.3991"	"19.3997"	"50"	"31"	"15.181967"	"229.908917"	"0.134028"	"38.489083"	""	"0.1055"	"0.3595"	""	"0.07"	"0.002326648256"	"0.001387952128"	""	""	""	""	""	"1.354"	""	"44"	"0.369749"	"0"	""	"2.035"	"1.845"	"28.626442"	"785"	"39"	"0.190245"	"0.3843310001"	"481.038"	"[MS] Mediterranean Sea (MRGID:1905)"	""
"TSC016"	"TARA_E500000178"	"TARA_025"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-11-23 9:12"	"39.3888"	"19.3905"	"5"	"30"	"18.319192"	"217.809833"	"0.104797"	"38.185333"	""	"0.00425"	"0.03525"	""	"0.00525"	"0.002326648256"	"0.001387952128"	""	""	""	""	""	"1.0505"	""	"41"	"0.369749"	"0"	""	"2.0091"	"1.465"	"27.633617"	"174"	"37"	"0.073285"	""	"481.038"	"[MS] Mediterranean Sea (MRGID:1905)"	"B7"
"TSC018"	"TARA_A100001011"	"TARA_030"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-12-15 15:23:37"	"33.9235"	"32.8118"	"70"	"52"	"18.61621"	"218.75115"	"0.091071"	"39.23456"	"0.00395"	"0.005"	"0.02"	"0.078824"	""	"0.003270233477"	"0.001388157175"	"0.00045"	"0.0227"	""	""	"0.097233"	"0.6655"	"131"	"67"	"-0.309549"	"2.777778"	""	"0.28082"	"1.34975"	"28.36135"	"129"	"61"	"0.014051"	""	"269.659"	"[MS] Mediterranean Sea (MRGID:1905)"	""
"TSC020"	"TARA_A100001015"	"TARA_030"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2009-12-15 10:41"	"33.9179"	"32.898"	"5"	"50"	"20.4425"	"207.61355"	"0.067706"	"39.42311"	"0.005"	"0.00125"	"0.0455"	"0.188705"	"0.00025"	"0.003270233477"	"0.001388157175"	""	"0.0106"	""	"754.82"	"0.097233"	"0.816"	"193"	"59"	"-0.309549"	"2.777778"	""	"0.24369"	"1.1765"	"28.0195"	"151"	"55"	"0.215913"	""	"255.266"	"[MS] Mediterranean Sea (MRGID:1905)"	"B5"
"TSC021"	"TARA_A100001388"	"TARA_031"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-01-09 7:15"	"27.16"	"34.835"	"5"	"53"	"25.0281"	"189.91675"	"0.112855"	"39.96035"	"0.00475"	"0.00925"	"0.036"	""	"0.01225"	"0.01122190539"	"0.001387112522"	""	"0.0044"	""	""	"0.028165"	"0.8825"	"160"	"89"	"0.162621"	"1.194444"	""	"0.67892"	"1.054375"	"27.086225"	"293"	"60"	"0.381563"	""	"343.667"	"[RS] Red Sea (MRGID:4264)"	"B7"
"TSC023"	"TARA_A100001037"	"TARA_032"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-01-11 14:17"	"23.4183"	"37.245"	"80"	"96"	"26.12925"	"181.501"	"0.1566"	"40.187042"	"0.0082"	"0.01"	"0.01"	"0.47262"	"0.025"	"0.02014754682"	"0.001387787168"	"0.0061"	"0.0427"	"0.0102"	"18.9048"	""	"0.85"	"204"	"191"	"-0.014886"	"0"	""	"0.40845"	"1.2725"	"26.917092"	"202"	"14"	"0.256995"	""	"292.941"	"[RS] Red Sea (MRGID:4264)"	""
"TSC025"	"TARA_A100001035"	"TARA_032"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-01-11 7:21"	"23.36"	"37.2183"	"5"	"104"	"25.811708"	"188.341917"	"0.085486"	"39.7709"	"0.00435"	"0.01075"	""	"0.279747"	"0.00875"	"0.02014754682"	"0.001387787168"	""	"0.00405"	""	"31.97108571"	""	"0.8775"	"208"	"170"	"-0.014886"	"0"	""	"0.14872"	"1.11375"	"26.698217"	"216"	"13"	"0.112685"	""	"278.695"	"[RS] Red Sea (MRGID:4264)"	"B7"
"TSC027"	"TARA_A100001234"	"TARA_033"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-01-13 7:16"	"21.9467"	"38.2517"	"5"	"56"	"27.3097"	"183.589125"	"0.150568"	"38.9435"	"0.007"	"0.003"	"0.006"	"0.253501"	"0.04575"	"0.0194904902"	"0.001387790641"	"0.0019"	"0.00775"	""	"5.541005464"	""	"1.12025"	"153"	"77"	"0.450777"	"0"	""	"0.27335"	"1.2825"	"25.59125"	"153"	"45"	""	""	"311.151"	"[RS] Red Sea (MRGID:4264)"	"B7"
"TSC028"	"TARA_B100000029"	"TARA_034"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-01-20 11:50"	"18.4417"	"39.8567"	"60"	"63"	"27.558763"	"175.509"	"0.14795"	"38.895025"	"0.0312"	"0.269"	"0.635"	""	"0.0885"	"0.01526582598"	"0.001387754533"	"0.0052"	"0.0471"	""	""	""	"1.3525"	"150"	"81"	"0.007657"	"9.972222"	""	"0.59652"	"1.42"	"25.47435"	"244"	"13"	"1.032333"	"11.90013663"	"471.643"	"[RS] Red Sea (MRGID:4264)"	""
"TSC031"	"TARA_B100000003"	"TARA_034"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-01-20 4:27"	"18.3967"	"39.875"	"5"	"64"	"27.635025"	"183.84625"	"0.137257"	"38.64"	"0.0332"	"0.011"	"0.029"	""	"0.144"	"0.01526582598"	"0.001387754533"	"0.0037"	"0.0311"	"0.0108"	""	""	"2.6405"	"147"	"75"	"0.007657"	"9.972222"	""	"0.60482"	"1.35125"	"25.2559"	"201"	"28"	"0.956369"	""	"471.643"	"[RS] Red Sea (MRGID:4264)"	"B7"
"TSC033"	"TARA_B100000035"	"TARA_036"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-03-12 12:23"	"20.8222"	"63.5133"	"17"	"17"	"25.329231"	"206.568833"	"0.24107"	"36.535819"	"0.03175"	"0.277"	"1.115"	"1.457658"	"0.431"	"0.02890204514"	"0.001387736023"	"0.0068"	"0.02395"	"0.00705"	"3.382037123"	"0.074837"	"1.4395"	"90"	"3"	"-0.03061"	"0"	""	"0.17817"	"1.606875"	"24.403813"	"184"	"13"	"10.505774"	"15.12039569"	"1428.93"	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC036"	"TARA_Y100000022"	"TARA_036"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-03-12 6:06"	"20.8183"	"63.5047"	"5"	"18"	"25.681369"	"209.807083"	"0.205491"	"36.525962"	"0.0169"	"0.0455"	"0.1415"	"1.545287"	"0.3575"	"0.02890204514"	"0.001387736023"	"0.00285"	"0.01325"	"0.00225"	"4.322481119"	"0.074837"	"1.143"	""	"24"	"-0.03061"	"0"	""	"0.17053"	"1.374375"	"24.284594"	"596"	"13"	"12.549114"	"15.12039569"	"1428.93"	"[IO] Indian Ocean (MRGID:1904)"	"B7"
"TSC039"	"TARA_B100000315"	"TARA_037"	"MES"	"MES"	"non polar"	"0.22"	"1.6"	"2010-03-12 17:08:47"	"20.8457"	"63.5851"	"600"	"0"	"11.984006"	"2.81625"	"0.008026"	"35.672725"	""	""	""	"31.290804"	""	"0.02888900787"	"0.001387736799"	""	""	""	""	"0.06187"	""	"95"	"30"	"-0.087532"	"0"	""	"0.024714"	"2.6925"	"27.130513"	"587"	"13"	""	""	""	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC040"	"TARA_B100000073"	"TARA_038"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-03-15 11:18"	"19.0284"	"64.5126"	"25"	"45"	"25.607735"	"189.0233"	"0.185922"	"36.549506"	"0.0262"	"0.7"	"1.858"	"0.672791"	"0.417"	"0.0300325981"	"0.001387726419"	"0.0135"	"0.0589"	"0.0068"	"1.613407674"	"0.069484"	"1.625"	"117"	"162"	"0.005785"	"0"	""	"0.19821"	"1.61475"	"24.3126"	"289"	"53"	"4.778773"	""	"882.657"	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC043"	"TARA_Y100000294"	"TARA_038"	"MES"	"MES"	"non polar"	"0.22"	"1.6"	"2010-03-16 6:13:30"	"19.0351"	"64.5638"	"340"	"18"	"14.901445"	"2.9502"	"0.002565"	"36.014205"	""	"0.691"	"23.43"	"22.18992"	"2.639"	"0.0300325981"	"0.001387726419"	""	""	"0.0061"	"8.408457749"	"0.069484"	"38.94"	"109"	"114"	"0.005785"	"0"	""	"0.29724"	"2.791"	"26.787485"	"475"	"14"	""	""	""	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC045"	"TARA_Y100000287"	"TARA_038"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-03-15 3:35"	"19.0393"	"64.4913"	"5"	"20"	"26.313595"	"187.7395"	"0.113641"	"36.618044"	"0.00775"	"0.107"	"0.4195"	"0.632675"	"0.337"	"0.0300325981"	"0.001387726419"	"0.00375"	"0.01315"	""	"1.877373887"	"0.069484"	"1.278"	"120"	"126"	"0.005785"	"0"	""	"0.25267"	"1.331"	"24.148331"	"704"	"13"	"5.040222"	"0.8745911371"	"917.2045"	"[IO] Indian Ocean (MRGID:1904)"	"B7"
"TSC047"	"TARA_B100000085"	"TARA_039"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-03-18 11:33"	"18.5839"	"66.4727"	"25"	"26"	"26.692435"	"187.47615"	"0.196803"	"36.40162"	"0.00545"	"0.011"	"0.0675"	""	"0.2465"	"0.02551019999"	"0.001387720132"	"0.00115"	"0.00925"	""	""	""	"1.2415"	"124"	"3"	"0.403157"	"2.25"	""	"0.28957"	"1.43775"	"23.87718"	"480"	"13"	"3.546735"	"1.924292381"	"543.1065"	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC050"	"TARA_Y100000031"	"TARA_039"	"MES"	"MES"	"non polar"	"0.22"	"1.6"	"2010-03-20 8:15:28"	"18.7341"	"66.3896"	"270"	"14"	"15.553795"	"3.12405"	"0.007712"	"35.907681"	""	"2.074"	"21.22"	"18.560166"	"2.64"	"0.02551019999"	"0.001387720132"	""	""	"0.0058"	"7.030365909"	""	"38.62"	"125"	"3"	"0.403157"	"2.25"	""	"0.1421"	"2.75675"	"26.565675"	"486"	"16"	""	""	""	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC053"	"TARA_B100000287"	"TARA_041"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-03-30 10:56"	"14.5536"	"70.0128"	"60"	"25"	"27.374181"	"164.440063"	"0.166581"	"36.503531"	"0.01485"	"0.2375"	"7.847"	""	"0.846"	"0.02027784598"	"0.00138769943"	"0.002"	"0.0249"	"0.00665"	""	"0.026178"	"3.5765"	"67"	"29"	"-0.412443"	"19.027778"	""	"0.22011"	"1.377813"	"23.734719"	"404"	"33"	"2.951673"	"18.19976414"	"347.4235"	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC056"	"TARA_B100000282"	"TARA_041"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-03-30 2:47"	"14.6059"	"69.9776"	"5"	"25"	"29.151544"	"187.306625"	"0.092377"	"36.0499"	"0.001"	"0.007"	"0.057"	""	"0.1565"	"0.02027784598"	"0.00138769943"	""	"0.00075"	""	""	"0.026178"	"1.3865"	"74"	"79"	"-0.412443"	"19.027778"	""	"0.25556"	"0.965625"	"22.799819"	"450"	"24"	"1.179423"	"4.094763821"	"347.4235"	"[IO] Indian Ocean (MRGID:1904)"	"B7"
"TSC058"	"TARA_B100000131"	"TARA_042"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-04-04 9:50"	"5.9998"	"73.9067"	"80"	"32"	"27.9561"	"137.998083"	"0.228999"	"35.044342"	"0.0036"	"0.152"	"0.741"	""	"0.2505"	"0.01589155088"	"0.00138769778"	"0.00295"	"0.01365"	"0.0024"	""	""	"2.7335"	"84"	"105"	"0.15868"	"8"	""	"0.033777"	"1.42"	"22.474092"	"176"	"36"	"0.199944"	""	"202.331"	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC060"	"TARA_B100000123"	"TARA_042"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-04-04 2:47"	"6.0001"	"73.8955"	"5"	"41"	"30.12785"	"188.79575"	"0.080016"	"34.56775"	"0.00085"	"0.001"	"0.022"	""	"0.0765"	"0.01589155088"	"0.00138769778"	""	"0.00085"	""	""	""	"2.171"	"85"	"102"	"0.15868"	"8"	""	"0.034594"	"0.966875"	"21.358942"	"184"	"44"	"0.386671"	""	"202.331"	"[IO] Indian Ocean (MRGID:1904)"	"B5"
"TSC062"	"TARA_B100000161"	"TARA_045"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-04-13 3:21"	"0.0033"	"71.6428"	"5"	"43"	"30.59345"	"186.0215"	"0.058503"	"35.0481"	""	"0.02"	"28.64"	"1.826529"	"1.94"	"0.01659289918"	"0.001320690576"	""	""	""	"0.9415097938"	"0.069572"	""	"132"	"52"	"0.111952"	"0"	""	"0.53025"	"0.915"	"21.558975"	"865"	"15"	"0.138631"	"4.513799829"	"225.877"	"[IO] Indian Ocean (MRGID:1904)"	"B5"
"TSC065"	"TARA_B100000242"	"TARA_048"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-04-19 7:56"	"-9.3921"	"66.4228"	"5"	"18"	"29.818108"	"187.35"	"0.077086"	"34.184183"	"0.0007"	"0.0055"	"0.07475"	"0"	"0.0825"	"0.01387024454"	"0.001209445608"	""	"0.00125"	""	""	"0.067544"	"2.22425"	"42"	"28"	"-0.11828"	"3.777778"	""	"0.070327"	"0.84"	"21.176983"	"106"	"19"	"0.40247"	"11.75046852"	"159.033"	"[IO] Indian Ocean (MRGID:1904)"	"B5"
"TSC066"	"TARA_B100000214"	"TARA_052"	"DCM"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-05-17 11:42"	"-16.9534"	"53.9601"	"75"	"63"	"25.212642"	"194.81775"	"0.228414"	"34.896833"	"0.0091"	"0.032"	"0.4675"	"0.532471"	"0.159"	"0.01050255975"	"0.001048265597"	"0.0057"	"0.0296"	""	"3.348874214"	"0.074677"	"2.824"	"166"	"73"	"0.274476"	"2.138889"	""	"0.18796"	"1.180417"	"23.203642"	"170"	"448"	"0.511743"	"35.26891451"	"122.80175"	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC068"	"TARA_B100000212"	"TARA_052"	"SRF"	"EPI"	"non polar"	"0.22"	"1.6"	"2010-05-17 4:10"	"-16.957"	"53.9801"	"5"	"53"	"27.956483"	"191.628083"	"0.134305"	"34.54545"	"0.022"	""	""	"0.532471"	"0.119"	"0.01050255975"	"0.001048265597"	""	"0.0061"	""	"4.474546218"	"0.074677"	"2.666"	""	"79"	"0.274476"	"2.138889"	""	"0.20159"	"0.977083"	"22.067625"	"958"	"470"	"0.118947"	"102.1298275"	"122.80175"	"[IO] Indian Ocean (MRGID:1904)"	"B5"
"TSC069"	"TARA_B100000378"	"TARA_056"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2010-06-26 7:12:30"	"-15.3379"	"43.2948"	"1000"	"82"	"6.195775"	"88.88975"	""	"34.8293"	""	""	""	""	""	"0.01177444247"	"0.001008998641"	""	""	""	""	""	""	""	"93"	"0.887425"	"1.25"	""	"0.44091"	"2.2275"	"27.4047"	"985"	"22"	""	""	""	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC070"	"TARA_B000000609"	"TARA_056"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-06-26 7:05"	"-15.3424"	"43.2965"	"5"	"82"	"27.296125"	"193.165"	"0.098701"	"35.0302"	""	"0.016042"	""	"2.149334"	""	"0.01177444247"	"0.001008998641"	""	""	""	""	""	"2.812112"	""	"93"	"0.887425"	"1.25"	""	"0.44091"	"0.90125"	"22.646025"	"985"	"22"	"0.180315"	"13.0038918"	"304.319"	"[IO] Indian Ocean (MRGID:1904)"	"B5"
"TSC071"	"TARA_B000000565"	"TARA_057"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-06-27 12:05"	"-17.0248"	"42.7401"	"5"	"17"	"26.553475"	"194.060917"	"0.140592"	"35.124517"	""	"0.02"	""	""	""	"0.0107390165"	"0.001009451992"	""	""	""	""	""	""	""	"5"	"-0.1419"	"2"	""	"0.30546"	"0.931875"	"22.953567"	"4"	"17"	""	""	"308.9225"	"[IO] Indian Ocean (MRGID:1904)"	"B5"
"TSC072"	"TARA_B000000557"	"TARA_058"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2010-06-29 15:00"	"-17.2855"	"42.2866"	"66"	"37"	"25.113925"	"181.101938"	"0.197343"	"35.162694"	"0.016"	"0.025376"	"0.063072"	"0.820273"	""	"0.01109994731"	"0.00100018053"	"0.005"	"0.061"	"0.0041"	""	"0.197237"	"2.513803"	"95"	"99"	"0.557628"	"0"	""	"0.90723"	"1.135"	"23.430525"	"132"	"26"	""	""	"292.188"	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC073"	"TARA_B000000532"	"TARA_062"	"SRF"	"EPI"	"non polar"	"0.22"	"3"	"2010-07-03 8:09"	"-22.3368"	"40.3412"	"5"	"71"	"25.080167"	"199.895917"	"0.089746"	"35.324825"	""	""	""	""	""	"0.01233743162"	"0.0009092136558"	""	""	""	""	"0.04422"	""	"91"	"81"	"-0.113784"	"8.944444"	""	"0.96693"	""	""	"934"	"422"	""	""	"327.708"	"[IO] Indian Ocean (MRGID:1904)"	"B5"
"TSC075"	"TARA_B100000405"	"TARA_064"	"DCM"	"EPI"	"non polar"	"0.22"	"3"	"2010-07-08 6:21"	"-29.5333"	"37.9117"	"65"	"128"	"22.215305"	"207.9566"	"0.121203"	"35.346195"	"0.02"	"0.00875"	"0.02"	""	"0.08325"	"0.01019825321"	"0.0008034098525"	"0.0017"	"0.01725"	""	""	"0.119044"	"1.7355"	"178"	"149"	"0.676958"	"0"	""	"0.40129"	"1.06475"	"24.424005"	"149"	"485"	"0.316843"	"1.163097743"	"492.7005"	"[IO] Indian Ocean (MRGID:1904)"	""
"TSC077"	"TARA_B100000408"	"TARA_064"	"MES"	"MES"	"non polar"	"0.22"	"3"	"2010-07-07 12:13:35"	"-29.5046"	"37.9599"	"1000"	"125"	"7.552017"	"190.888667"	""	"34.572658"	""	""	""	""	""	"0.01019825321"	"0.0008034098525"	""	""	""	""	"0.119044"	""	""	"185"	"0.676958"	"0"	""	"0.28565"	"1.5975"	"27.0189"	"171"	"733"	""	""	""	"[IO] Indian Ocean (MRGID:1904)"	""
