	NagR	PdhR	LldR	NrdR	VanR	HutC	ModE	NadQ	PhnF	KdgR	MetR	NagC	FUR	SahR_SamR	IscR	NsrR	NrtR	Phr	Zur	ArgR	MntR	RbkR	ThiR	GulR	AraR	CzrA	Irr	CcpA	BirA	PhrR	XylR	AgaR	GguR	SiaR	HrcA	LiuR	NtrC	GntR	NnrR	FabR	PurR	SdaR	BioQ	PhsR	LexA	PhnR	NmlR	FixJ	RbsR	ZntR	CsoR	PdxR	CueR	PaaR	AcnR	MerR	NifA	FadP	FruR	FadR	NorR	NarP	HypR	Rex	LiuQ	PsrA	HisR	SoxR	HexR	TrpR	TyrR	CblR	NiaR	NikR	RutR	DasR	LtbR	GlcC	TtrR	MetJ	FnrN_FixK	HcpR	PrpR	QorR	CadR-PbrR	ExuR_UxuR	AmtR	NagQ
Okubo.Weiss	0.11551650260472436	0.0026568171238847225	0.022084278888147527	-0.003276248203479367	-0.0863720238518071	-0.12526802371187082	-0.05662618760517196	0.002809621077206478	0.07520583388648826	-0.04265859182895426	0.023137476028784576	-0.017110756665513604	0.020395220135300592	0.0012454343722353863	0.0057671169479501395	-0.035051255228096954	0.015495635309435261	0.020579242100591307	0.008576738025156617	0.011363356356701756	0.00010844151526060091	-0.008908634783984517	0.030858183304687054	0.0032680329371717457	-0.08193413699243009	-0.0690986049134026	-0.04276703334421487	-0.11042632360052221	-0.061800162325711845	-0.002970640296835855	-0.028868445804981182	0.08663655542691251	0.01221445794617132	0.05997144404563535	-0.023832487558409336	0.014439152062275163	-0.024055942801976635	-0.02327056334296804	-0.027807033398036512	-0.06604252584696747	0.0007558045003011578	0.011527661682854181	-0.026252705012634565	-0.0802615087721984	0.020339356324408767	-0.05815587019165105	0.07711670482964096	0.05089686088223688	0.04342754075534762	0.10813919346048044	0.013113208080225088	0.03271647654347099	-0.014153260794769943	0.1292557139775902	0.052000992673981186	0.04702582739808574	0.031704355734372046	0.03139217561468244	0.038077759335824635	0.02355974071699631	0.038711977894773	-0.11842470687762228	-0.018412054848640814	-0.052464333693731026	0.016905375007823072	-0.08806601176443861	-0.10540515283330408	0.08025986571893687	0.007605693547595782	-0.13057508574659416	-0.041937291447145114	-0.07834899477578415	-0.096864561979901	-0.04084959018801606	0.014246914830676825	0.0366663765841753	0.05466602506417353	-0.042126242572220404	0.010308516162803183	-0.011711683648144898	-0.0021721164117350666	0.04332731450639463	-0.1870435402386598	-0.03430037988758037	0.019951595754689043	-0.030240395278353937	-0.07075644565428058	-0.21128350500592716
Nitracline	-0.013019976061735274	0.11501614983813965	0.15097017680817887	-0.001271463400678802	-0.13571261600003326	0.14346544161392838	0.05489954728559465	0.065815525749959	0.13613246132558574	0.0523423075754114	0.036173491572032555	0.07097532938160675	0.05540765554890532	0.05723255142417602	0.04511428861845685	0.07314850603830166	0.038620998981219144	0.0596609749549284	0.015636852892025415	0.014840100967397424	0.05917195057005194	0.050290790643734526	0.06533127233469109	-0.027349583281017758	0.02455379509040696	0.09814361581749957	0.03286005317889399	-0.143522693249231	0.025863426247954166	-0.07408838705118617	-0.03134288484337482	0.016853450142205885	0.30433776584465455	0.13453657199152547	0.02487106456937559	-0.14059570339438504	-0.1405718485463423	-0.09991364554227193	-0.11056006422375317	-0.15543818984658675	-0.07429353874435386	-0.04847305122287665	-0.03356854216576379	-0.03489964268654948	-0.05494725698168016	-0.07625917822307682	0.00031726947896863164	-0.006481362213216332	-0.09208448441463998	-0.039711165536773015	0.005331558537555577	-0.07313896409908456	-0.05132609104879006	0.03355900022654669	0.008685550172366826	0.033091445204908705	0.0005868292618517548	0.07848960651507433	0.05541719748812242	-0.053251177285840334	-0.13209860652155597	0.1523370596010287	-0.2529234118581063	0.052339922090607116	-0.06757839902031854	-0.11774275896942647	-0.09695087341536186	-0.1411061971425	-0.07500679870083221	0.07058888084331412	-0.12315303850552313	0.01686537756622726	0.10449377636648076	-0.026409702268133238	0.04012385440791266	-0.07696289624033806	0.01745936328249184	0.10040982638156122	0.15062905248116748	-0.11189355022934312	-0.3210409304441911	-0.21969837950415816	-0.1580145134352042	0.0338595713118854	0.06144293210372214	0.12263061733338682	-0.040744080457024275	-0.14063387115125345
Depth.Min.O2	0.08876128809484563	-0.041979862295463445	0.13318766745334681	0.00047410125286882147	-0.10411031615647373	-0.020363164138164653	-0.01986200819423538	-0.07378844907081997	0.06448550030189128	0.0532075590855498	0.07494149423744387	0.07539755902960572	0.06120286445322346	0.10786576493938844	0.013685808720721442	0.035913169904813226	0.018165292569158647	0.040008734803916444	0.008417873875665434	0.03028708248286175	0.049931364829991616	0.002074192981301094	0.04399350430153401	-0.05165255850888494	0.0016284347381146477	0.09088959045826762	0.036948978076841846	-0.005600321049512954	-0.006954343921157333	-0.047738646535473314	0.020126113511730243	0.0795704230460245	0.1726862280829805	0.10507397848567449	-0.11905996544530471	-0.07985256482422634	-0.14898631871402715	-0.04192446459472062	-0.08777057107458443	-0.13648576312547775	-0.14951066439315108	0.027253092128225676	-0.10279751948073099	-0.1097209437549621	0.015610556741879103	-0.03941353160058656	0.08447505203969735	0.05975350600355654	0.01391384111680237	0.08115247831374982	0.02760351479338959	-0.006898946220414508	-0.08303471182038391	-0.00375673710153664	-0.011295977677048442	0.06569136653201414	0.11563561454822502	0.00753666393826795	0.07721795324238737	0.010154527378021878	-0.21572122332980148	0.0022725940490777204	-0.15735910143792517	0.04080749234951065	-0.11848666365854758	-0.14958667519184474	-0.06889799158198832	-0.19162322350667294	-0.051555934612240485	-0.04943149720468427	-0.23229028912639363	0.02358524901160194	0.058389176582936755	0.03505128474674463	-0.10313119400380985	-0.0020625981137037588	-0.0352909120104229	0.06724379047143515	0.1510141322249389	-0.003451405588140143	-0.10127472686961428	-0.07686495393997961	-0.08258251198408784	0.08016047297486668	0.009005347167263755	-0.019282264814368618	0.024400754699281192	-0.14964593784845334
PAR.PC	-0.375701477835835	0.21304018944766456	0.02096376928619471	0.06135469649729237	-0.1294046282116417	-0.4490197913603275	-0.16408814179508424	-0.22643065988177846	-0.2971147825011994	0.08835515327427614	-0.14103897137570787	-0.03808601016916002	-0.18779585994072853	-0.16386862588632828	-0.21962566671034353	-0.08484289873418067	-0.030622469271457193	-0.017890546563611193	-0.2312600098744097	-0.08923321690929999	-0.11250190323743234	-0.20864987127254525	-0.15662460089738142	-0.28306576434081754	-0.20799132354627733	-0.08484289873418067	0.14169751910197576	0.14038042364943995	0.1612344349812567	0.1294046282116417	0.10855061687982497	-0.4455075368202321	-0.09406256690193124	0.08615999418671648	-0.12128253958767096	0.4064337050616702	0.420482723222052	0.05279357605580971	0.2916268847823002	0.29009027342100846	0.47536170041104336	0.331139748358374	0.1941618212946515	0.2543091802937861	-0.020524737468682778	-0.09384305099317526	0.23389420077948128	0.051695996512029885	0.13138027139044536	-0.13138027139044536	-0.03764697835164809	0.10306271916092583	0.12457527821901045	-0.019866189742414882	0.10042852825585423	-0.0222808647387305	0.2554067598375659	0.0025244329506936038	-0.04159826470925547	-0.4450685050027201	-0.16957603951398337	-0.1291851123028857	0.11601415777752778	-0.04818374197193444	0.07562323056643012	0.28569995524588915	-0.13796574865312433	0.11316045096370024	0.4088483800579858	-0.12567285776279027	0.11118480778489655	-0.2507969257536906	0.16540523724762005	0.2905293052385204	0.05059841696825006	-0.11425803050748007	-0.17440538950661463	0.08067209646781734	-0.15750266453240527	0.10262368734341389	0.04028116925671968	0.07869645328901365	-0.28130963707076984	-0.4439709254589403	-0.5583387139207984	-0.24882128257488695	-0.05147648060327392	-0.09757482144202669
NPP 8d VGPM (mgC/m2/day)	0.024689067456964593	0.08256489242246426	-0.16805511773749973	-0.03216010790987372	0.11815747338810334	-0.09495271860390216	-0.1041307186304892	-0.09166867681541313	-0.28062786469433076	-0.42614616835037283	-0.42337545136121446	-0.4144015443271324	-0.38175285016247407	-0.33424247536177215	-0.3814065105388293	-0.29509991325377394	-0.3753084593082263	-0.3195106720845954	-0.3970907477810292	-0.3053354860597049	-0.35659993499527093	-0.4041041251598363	-0.4434940727132951	-0.24014942118084548	-0.21469964347908965	-0.10670971189941561	-0.12219604078524711	-0.29838395504226295	-0.22154603568221085	-0.21630146423844682	-0.1399397618609063	-0.3204692906857551	-0.06214940853583096	-0.23001898718923527	0.21131664751241638	0.31913959391640456	0.4323864662121156	0.38323716283523745	0.413133693919147	0.1518575556959691	0.09713589516009166	0.11110080355634067	0.2757543714187576	0.15366346944783124	-0.22908510713262162	-0.12176930089182762	-0.0322405081796484	0.11007415395767932	0.20270763401038866	0.19473563803042188	-0.0039148746744134735	0.14403399098327865	0.18591634689975267	0.004700323463750774	0.3224174510687571	0.13080505428727485	0.12676030225399457	0.29676358037449624	0.35464558997613244	0.38020669112834554	0.39401079898504515	-0.14984136431546546	0.002146068739370419	-0.2584064670558353	-0.16127057189574368	-0.11100803401429296	-0.10426678062549251	-0.19695592240343046	-0.11251090059546591	-0.07430840318021784	-0.04932247318870056	-0.26953881210156083	-0.15400980907147602	0.01570897578674601	0.032617770983975766	0.10242375905681128	0.23502854245981175	-0.09659164718007841	-0.06628074547502243	0.23410084703933462	0.16270540747941495	-0.06728884116527424	-0.09379619164637401	0.15597033872675103	0.07754915251575126	-0.023792295217170037	-0.01018609571683885	-0.05791293278231875
CO3	0.06546566290946589	0.07046253986147895	-0.020710739998475197	0.06154705940499248	0.21284723364147223	0.1282816660667459	0.0592984647765866	0.02268976626499616	0.054012294948404364	-0.24263782504880274	-0.16180019067380194	-0.21236727046055517	-0.14431769617985096	-0.11873500115316303	-0.12827509122865113	-0.06520266938567572	-0.17018968408270807	-0.13387027844728683	-0.14434399553222999	-0.11335678359165424	-0.19888885236630943	-0.21307077813669387	-0.2362207830683228	-0.02727242841703972	0.015542917255998528	-0.018435846017690303	0.060758078833622	-0.10978007166810805	-0.18176797396756994	-0.09145599789802857	0.020986883198454865	-0.043137512739681194	0.07406555113740415	0.05491962260548042	0.026437423979005958	0.014010979979920839	0.1234031362004384	0.14847956869383028	0.08795818403161942	0.02881094053121216	-0.049081166377338836	-0.08160689043208702	0.18143265722473748	-0.02042144712230602	-0.27323054670369323	-0.08319142641292275	-0.040040763997052045	0.08406587987952503	0.04083631940651728	0.06438081462383147	0.09959564745933405	0.014707912817964767	0.09973371905932389	0.02756829613130365	0.23844965318244443	0.12070745258158924	-0.01583878497026246	0.11492816989630045	0.21176238535583783	0.20588448009912771	0.11438245833443587	-0.09580196587866098	0.0050757750091501115	-0.15147112002694335	-0.2259837601547908	-0.25939708735233075	-0.1913409382335318	-0.22361024360258458	-0.07014694763293075	0.002590486209333088	-0.16456162267359864	-0.11536868404864897	-0.09577566652628196	0.01074986028492284	-0.037377954568676666	-0.006226371675732067	0.2452348860962306	0.11770275157228666	-0.15968309280729115	0.20101909990900974	0.04596469312042543	-0.1709720898159838	-0.13107597225701637	0.025175055064813184	0.15625102732182952	-0.11265327591551556	0.12379762648612364	-0.1374338406946435
Mean Flux at 150m	-0.05761905320429996	0.030122247098260967	-0.1220244025447451	0.13222142782703578	0.23202334768761637	-0.0767121039914856	-0.06767542986200732	0.12051242983047442	-0.30864168592937974	-0.1575030180958875	-0.24000515713271975	-0.237684454827095	-0.2105392702825143	-0.30463320012875517	-0.19666193932362674	-0.17820180734706603	-0.2663181706485158	-0.19901780378539735	-0.2626144235344884	-0.23801263495112274	-0.29619428265375597	-0.2051125775173412	-0.3833143848644072	-0.00896634981718663	-0.12005532180057862	-0.10153658623044154	0.18303074345776002	-0.09148020957273417	-0.11829721399328713	-0.1366753009388409	-0.16288282798619946	-0.09152709244759528	-0.03665068742267005	-0.005332927015450871	0.053798098903119776	0.180616275402413	0.19109459793387035	0.2401809679134489	0.14868903762199945	0.08741312017853319	-0.020358888408435524	-0.1299593291149874	0.062389385721417556	0.13208077920245245	-0.22786249254369315	-0.010478322531457316	-0.10500591897016341	0.009821962283401825	0.007653629321075646	-0.02469555433308788	-0.0862996519005819	0.17449806023303863	0.17367760992296924	-0.1121438366677669	0.24497474186799706	0.12475533000540456	0.024543184989789284	0.1416448856741182	0.32103048561142716	0.22243579977852007	0.41164336199923085	-0.19588837188841848	0.08283031916086002	-0.12212988901318259	-0.18138984283762127	-0.07893904054738816	-0.05043425263183538	-0.24769394860994123	-0.026359896390657164	-0.05797067476575826	-0.04123348844034322	-0.13324113035526483	-0.12857628430658474	-0.1687900702186989	0.1480092359365134	0.26259098209705783	0.2135866571484862	-0.1379880214349519	-0.10877999039648249	0.21478217045744444	0.11666803409186367	-0.024332212052914304	-0.004969584735277296	-0.08307645425388083	-0.027344436762740402	0.1284942392755778	-0.08894853433023442	-0.02658259004624742
HCO3	-0.47194198004784393	-0.03678943319741091	-0.299258539202728	-0.5174830845785596	-0.1740610187401732	-0.054130707876366715	-0.15550423415381395	-0.29698958737557485	-0.17811271843151802	-0.21862971534496617	-0.23629512599922955	-0.2029901545363752	-0.23613305801157577	-0.20809529614746966	-0.21992625924619652	-0.235160650085653	-0.1744661887093077	-0.17908512635744078	-0.178923058369787	-0.23605202401774886	-0.20752805819068137	-0.2991775052089011	-0.242210607548593	-0.21449698165979447	-0.17786961645003735	-0.18581094784507318	-0.0370325351788916	-0.07544264825284044	-0.10445281804286931	-0.12949232213538026	0.0805477898639349	-0.2589846442707605	-0.17130586295005873	-0.13265264789462922	0.2682225195670267	0.2901827318941156	0.3416393179741947	0.4274543174368779	0.3397755361161761	0.4080061589184228	0.3089826184619555	0.20752805819068137	0.07860297401208939	0.23127101838196198	0.07714436212320526	0.1700903530426553	0.12074065080207547	0.09748389457375622	0.16433693948094566	-0.08103399382689629	0.26303634396210535	0.20663668425858553	0.050646246141810174	0.16928001310438634	0.1895385115611104	-0.09327012689475762	-0.10056318633917828	0.22187107509804202	0.026011912018433708	-0.03622219524062264	-0.3314290347520058	0.20428669843760552	0.22503140085729098	0.19148332741295593	0.11198897946877066	0.14950771861062365	0.36343746231362983	0.20412463044995174	0.08257363970960731	0.27162594730775635	0.2633604799374129	0.03460151536408471	0.18427130196236213	-0.10720797383298378	-0.08743567933922108	-0.030630849666566793	-0.044325594623312266	-0.24593817126463022	-0.1785178884006525	0.13103196801809128	0.06020825741338394	0.25890361027693365	-0.17560066462288423	0.07576678422814802	0.14083708127114575	-0.16466107545625325	0.08330294565404937	-0.13475953173412852
ChlorophyllA	-0.26304489735549497	-0.23381326247705297	-0.2734097741286525	-0.11282753042191687	-0.15533903269047197	-0.0506697039017743	-0.12587478533289115	-0.08323545098120573	-0.2690089974962969	-0.3035173731177253	-0.3639421318878879	-0.3320008759686669	-0.31042868803844376	-0.3825720862981932	-0.29174634343013417	-0.2603750928651993	-0.20200402985680266	-0.171737164665797	-0.22767732248679715	-0.20191810993207573	-0.22581432704576662	-0.2908284671611	-0.27491651622325425	-0.24790622574019172	-0.21999691945937655	-0.17886223159437273	-0.17743721820865757	-0.1285508766469474	0.0002870982850631986	-0.0021312332548122114	-0.028621812973672747	-0.43378874386713173	-0.38577417520021196	-0.34247891556951354	0.41352002406325394	0.47477883478564387	0.44393986863243196	0.38131472154609164	0.286075628398156	0.49348842229691564	0.4295681895159107	0.17450546272834067	0.09381198415430035	0.22311308843666836	0.17722765741664065	0.08334023137721419	0.12227453092604022	0.12241703226461174	0.07678726541084469	0.07284752252092634	0.199520734471402	0.16852040650833705	0.1721520950339905	0.11414776341162355	0.24170113068857033	-0.008143532377778028	-0.05016885360885383	0.06818898611438992	0.08058660257011169	0.015151245262824275	0.3184548663726923	0.2843111265293734	0.22542244836469497	0.09677517375341979	0.04049343184143202	0.28722402153840876	0.30047455041763943	0.2275872113462299	0.31747412186605306	0.23550441806862962	0.25901504332500935	-0.16718340865526904	-0.14460323331544447	0.06655441193665784	-0.19758648836108572	-0.18526431379049002	-0.06761898076010386	-0.2595578057763332	-0.2488723009913898	0.22737765055421294	-0.04852589699944107	-0.08149400079954501	0.05372510024938119	0.12432403547196584	-0.061395025237200945	-0.06008946150293545	-0.06957208734170169	0.11554343828645633
Latitude	-0.16671350357247675	-0.1039698188773571	-0.230843174394988	-0.08398079319894772	-0.10755646357992983	-0.003857815901410216	-0.0746219102852232	-0.030212411644838014	-0.16199118461836243	-0.2340103149352566	-0.23147822489482964	-0.2278023486439215	-0.23877087598151467	-0.2443797161625977	-0.11482941419490444	-0.16292290104513737	-0.13158176825642023	-0.1093318237364214	-0.22310088901279465	-0.17800419156509908	-0.17468292380497843	-0.13812232486427825	-0.19085816993050675	-0.1667934643105955	-0.2552080224956638	-0.18609760888424867	-0.11180249465916293	-0.20483623403468518	-0.05148080913314732	-0.10439511729604666	-0.12922466475883287	-0.3653649483413685	-0.2653746247495154	-0.29102232121392235	0.3270382600543934	0.28299959382267487	0.2872433071993538	0.17493671223465965	0.10916958455762975	0.22229664622649886	0.11935356958063754	-0.021277668298525978	0.09376265682880763	0.18087698388098852	0.15350723441883576	0.27472191915046906	0.09307082261638891	-0.04730778568437046	-0.02194748433668011	0.20119512332208955	0.21605507324812837	0.18204742367084262	0.27140644564673383	0.1945688117197274	0.034122375853716976	0.01573140608640543	-0.0554313331367242	0.14257810802466342	0.03130868495295879	-0.09371282622389304	0.15044670819605885	0.25036981841384115	-0.040945692173183286	0.009429572841626594	0.20565438303630598	0.15036211205283176	0.15233215922387333	0.14297791171525714	0.12525212258099142	0.290015279454137	0.23166595880171711	0.022759839081915485	-0.001238812015202019	-0.06461407065633205	0.00025262957840415355	0.06489914807049454	-0.0937093496700618	-0.07418734105631698	-0.06310640514484672	0.01641049293477623	-0.04003831162322709	0.04549881884084347	0.12172110273971867	0.07177113614359835	0.041004793588314534	0.04303278332321026	0.16096096583303537	0.1908407871613505
Gradient.Surface.temp(SST)	-0.2702718341686717	0.033929521549265734	-0.04766588997150289	-0.014906351923935973	-0.028092305912322053	-0.040561309817640584	-0.001668179130287097	-0.07777920477940119	-0.131176461458261	-0.17437976055838675	-0.1584318551673172	-0.19708647293333523	-0.1642394331039766	-0.14905646264405395	-0.18251601494595454	-0.14589651926612432	-0.11443680607388262	-0.09269543593676526	-0.14427350234579422	-0.1042795427907386	-0.08285854208050378	-0.0585259901471029	-0.13840806032762742	-0.11393861044529435	-0.11479669243447756	-0.08993912981032642	-0.07487329883247976	-0.14286923987994343	-0.04848445502697372	-0.15551042471072304	-0.05845824683216738	-0.2542674760151559	-0.28204505777684	-0.14715964982585947	0.3351656959197132	0.19575983301584804	0.2139954866050524	0.16980567548117823	0.15860544741183946	0.22405536887297664	0.11380453513448448	0.16019035871751833	0.09565214936988833	0.2041600040678521	0.07058994548186949	-0.05966351331039512	0.07164561213961462	-0.0008467914366939579	0.09227909681372407	0.14189542972774538	0.1925123878561267	0.09724411727087297	0.11633644153019941	0.09390917032935993	0.07082986972226611	-0.06297023387068502	-0.08058914103016397	0.07009033853422006	-0.01647432740088095	0.013572655411142989	0.10124802944737424	0.2428640180010106	0.21835081722778169	0.09724693990899529	0.00629871696994189	0.15312670681642956	0.10733645987720379	0.08643764721959692	0.046536834722577615	0.11025365637661448	0.2280366999444994	0.009335875589550886	-0.05522773750117994	0.08369545428376965	-0.07321076497843729	0.01511522714498715	-0.03988246534922426	-0.20636730707950102	-0.14562977996356571	-0.009493943324400424	-0.013461161205311618	0.002986351133407358	-0.06986876144161847	0.08271035357908234	0.10618058956611653	0.050649418466787936	0.18912663342841202	0.18080408492477157
Carbon.total	-0.3144792562294149	-0.07845607001192684	-0.28758996483115823	-0.1726869894463648	-0.19877519459160992	-0.1305065233443964	-0.22831462038662192	-0.21043880890432573	-0.46483659615787193	-0.48002700529516706	-0.47979524449240896	-0.48836031763781584	-0.48639035081437226	-0.5184589923264397	-0.37439950029901714	-0.38454659283716386	-0.3651391447453361	-0.33889979125046615	-0.425769786058175	-0.3594861964693676	-0.3835943582345275	-0.428283886940268	-0.4949604622381	-0.353425147649412	-0.37109438972055425	-0.32715052620629625	-0.26546184644608356	-0.20199969271693954	-0.2302845872100655	-0.2745307474235732	-0.21102828746786254	-0.5402092398374523	-0.432752839810842	-0.4035409021066838	0.4092089652176148	0.5652091768653987	0.5394736512026115	0.5020493198355044	0.4783593351709731	0.43375041891836585	0.4758603491238427	0.1871317333921774	0.27155312493596406	0.37714032370554734	0.22726665849588978	0.20945634463176435	0.30432208713462655	0.20799524391872434	0.2976413300812092	0.394330929336211	0.35895717724568066	0.3589974834722473	0.3666455899632635	0.34570146698358334	0.3852267604104756	0.17683349250440586	0.17970027286895676	0.2622373483207539	0.25235224625529024	-0.022118041828433008	0.2766165946483958	0.29344444423995986	0.06543212055258758	-0.05077576891730019	0.11773952607941936	0.10247354276731184	0.16532606481963572	0.2543222130787338	0.30568242228125	0.23621464079367954	0.27498419247244765	-0.26180405638516274	-0.18875405901148387	-0.12406760365037878	-0.06038376567511836	-0.02170490300612515	-0.11037860145269028	-0.03543421143038026	-0.19706721824084936	0.14548028651389594	0.07073742762441901	0.02857207635741312	0.04165144687828148	0.09734457543670938	-0.05748675564064251	-0.1087562758333838	0.17931736371657386	0.0844818508836366
Density	-0.19348242901918056	-0.08980409081582838	-0.07552656341755046	-0.1888718300658219	-0.3441464260193433	-0.06759774823535515	-0.2230562964744837	-0.2089910217134448	-0.24657624704320286	-0.47345073262535287	-0.41814477044877285	-0.41530058510976997	-0.4265098827186261	-0.3770243595276671	-0.26731804642672685	-0.30830167231494515	-0.35558684316652633	-0.32756241996306806	-0.3517238451687762	-0.3521389169927103	-0.3218221653070706	-0.28896781542510663	-0.3636996106343288	-0.41205547812264903	-0.20254089990401464	-0.3345997740688595	-0.4042422227096172	-0.33984241420866323	-0.29337795355440627	-0.3178742662544249	-0.30234680665907276	-0.4536947288236723	-0.35700657747339176	-0.35819519224193025	0.4747030231850631	0.3237017803279539	0.4275098284762855	0.4583124028649389	0.40723262653205133	0.2706574879192874	0.24034781132155567	0.09832957174492893	0.19747513696191007	0.31173780667558126	0.34104753751565364	0.2564176943231853	0.20259985896991436	0.25567245173021275	0.2760935137952422	0.26243623577022945	0.41423224683566695	0.2754543975208892	0.3647160649304401	0.44091004497397546	0.22511750541833817	0.23319961417187277	0.14554399171743043	0.3789204830870024	0.26960565818363624	0.2425835391004733	0.023324206469932055	0.3227041929329305	-0.2449631270001863	-0.028623447312999532	-0.141313089148466	-0.08572176509293128	0.042490619612615355	-0.11105057980345406	-0.2422415765182549	0.10612867698214484	0.0019998915153187444	-0.058284574185834256	-0.07735429446044201	-0.05013643127849197	0.0171995387042684	0.16081203142282377	0.17578055907344647	0.20136879367392807	-0.0029880454597981713	0.023248738865580404	0.03478113215556703	-0.02094226020758308	0.18447348374970227	0.419194241821788	0.24826011796529907	0.1401905085337352	0.1578428528641135	0.19221834664629042
Si	0.0760536484900191	-0.11547667968582344	-0.10323395672863582	-0.0005023906233427588	-0.18420420471699958	-0.0998781824678609	-0.18202148817383565	-0.1817751704410317	-0.1543461056801773	-0.26733765893305766	-0.23434327668449365	-0.2632965848414123	-0.23704545537703625	-0.24883700228898886	-0.19305213278247302	-0.28538470074245775	-0.28678700466683676	-0.2944033440682904	-0.16415491678252958	-0.20397790944546118	-0.22040559507088264	-0.25518273239548334	-0.23248248034657848	-0.16819599087417497	-0.2143500809069988	-0.22569289056315014	-0.2701593383078517	-0.1488832173486832	-0.2762904549441803	-0.19281557020740386	-0.1991466675772961	-0.12742187033209934	-0.23504808683083372	-0.22506368288925482	0.16274285770041572	0.24010613611633316	0.18218244827646005	0.19882474737204736	0.2413962557267619	0.07261251659906456	0.231682557412324	0.0489977185125212	0.11964944840688878	0.07783640356605577	0.14824181572761938	0.11724967960412531	0.1712688655606404	0.30929946992934654	0.30367318270579435	0.18451393097507984	0.17633423121444095	0.2323312754016889	0.19812725359400837	0.16377934320973936	0.31855223704081465	0.25285368848629725	0.26742301656323725	0.15719461173874205	0.14309597002250665	0.2563265246398899	0.290501280974366	-0.13984750249681466	-0.09416897640356284	-0.19749316834124567	-0.08876705780791133	-0.0854917635984486	-0.055604399088421845	-0.06343047438117386	-0.10449237207642642	-0.1613844519858433	-0.15902858139288648	0.11656437977325484	-0.28443601165274734	0.05135358910547802	0.09258376327165607	0.08267496180252196	0.17688295883702404	0.1602357821625693	0.06432551010334275	0.06727644531812303	0.15808233109260983	0.14543233029999386	0.11185263858734121	0.12272963946165531	0.047619802482479164	-0.018776239850077186	-0.027497350864998084	-0.053489968649401594
NO2NO3	-0.20236515809042746	-0.06816662843817001	-0.14511157443331515	-0.16374554852016693	-0.29419833016941965	-0.19363921117796837	-0.2878190868993224	-0.317722724917984	-0.3557113929138369	-0.3927748461899064	-0.40025636683505567	-0.3690085489404822	-0.31105918386337106	-0.37246002379811105	-0.30938581707907264	-0.401276347483011	-0.36693616772177584	-0.38191167821314964	-0.2914152044894241	-0.2722375732356915	-0.2677760930909675	-0.3888869492946438	-0.33845651246590763	-0.2921708380745842	-0.2551896815256114	-0.2546086167555048	-0.3455315371560038	-0.23646343535080275	-0.283290273068792	-0.20605354776848603	-0.2342863128430643	-0.2607484513649573	-0.4004982693359155	-0.34329955016353425	0.2749134637864399	0.42299769575609436	0.3289549812465681	0.37388650040111954	0.3391847138087022	0.25396021829959187	0.30311380893822254	0.13823855080063804	0.15132622424921915	0.12101609027550443	0.2145924566648164	0.12435534232345605	0.2755344299999873	0.33250371587258387	0.4055233573692407	0.2403089369624095	0.2882455335760959	0.2756391712890194	0.2616462338423752	0.3162538530313197	0.4585723264237791	0.24188753781853597	0.27272137823741116	0.2599354594548511	0.23259548917726058	0.3858245135105627	0.19853960720054112	-0.06067513243216055	0.07115175517558457	-0.09910271630586223	-0.03007571299350005	-0.021232555590933618	0.049831915177124216	0.009134936707727253	-0.06848583998569638	-0.16932426908123324	-0.19034484825388762	-0.019344718548140953	-0.23054804636070472	0.06050056361710707	0.062350993056673985	0.08000239409879616	0.0331655810199467	0.14564775007955086	-0.011436751226218178	0.19120771696829483	0.09202021009512093	0.05690943370743542	0.1605659022459785	0.13981216397633445	-0.02242710505394245	-0.06697706665559128	-0.023092960391360735	0.015574032142985722
PO4	-0.1629688763338964	-0.06573896720512981	-0.11506295893277307	-0.14466908623896693	-0.26506002586976196	-0.236859220423123	-0.29349292621516593	-0.28197744854567375	-0.33997821879637624	-0.3171232475015104	-0.357250160053918	-0.31382035855754753	-0.2625885977719241	-0.3406285946115968	-0.2693040468757498	-0.35923189342029577	-0.31196870035421387	-0.3391365559766792	-0.22793249354754766	-0.2319673740953077	-0.23694593719848572	-0.3427659080749488	-0.30530426111824865	-0.27344094715923073	-0.24328901426693025	-0.2421004843457822	-0.3169727683913221	-0.10400401958063175	-0.23994531742867903	-0.19411550164947525	-0.2065032480593808	-0.23387004216650176	-0.4078034895969977	-0.3321737090137304	0.2302610940153763	0.396583869161096	0.29468655712310005	0.3427276506740535	0.30715591932158226	0.22866448515134483	0.35321272901276496	0.20648539460562965	0.10759511427800605	0.08354141108842006	0.24415363152716454	0.145742843957429	0.20103243973134963	0.3007108225174169	0.36905384347682163	0.2295495063587233	0.27866945861492487	0.31632749356288764	0.2283890318648985	0.23278098148768156	0.4227366284131387	0.21459341310204508	0.2357701597443028	0.1942787332266286	0.21535346013316548	0.31348369342966864	0.30530426111824865	-0.05130062410723495	0.1589646017068526	-0.09326134140922508	0.0195036229764356	-0.0029177644416166246	0.07219426598286728	0.0690444066424857	-0.05152251703242783	-0.20346050944150612	-0.163989073691105	0.01722603237646738	-0.2161007546973208	0.011969465493450017	-0.020735511285264997	-0.0066593382491792015	-0.004542428732971336	0.14209053741862218	0.05076247000130741	0.09762523560468492	0.1097808871158255	0.09441671491626384	0.16036992356640745	0.16921758514679913	-0.10891116886880516	-0.03530648003959697	0.009074655492370586	0.00031116019394862604
