	FabR	PaaR	RbsR	HrcA	NnrR	NtrC	LiuR	FadP	FruR	LtbR	GntR	FadR	PurR	FixJ	MetJ	NorR	RutR	PhnR	DasR	VanR	AcnR	BioQ	CueR	GlcC	MerR	NmlR	PdxR	HcpR	PhsR	AmtR	CsoR	NagQ	PdhR	QorR	FnrN_FixK	ZntR	CadR-PbrR	NifA	SoxR	SiaR	CblR	Irr	GguR	PrpR	NrdR	TtrR	ExuR_UxuR	NarP	LexA	LldR	NagR	LiuQ	AgaR	GulR	CcpA	NsrR	RbkR	MetR	KdgR	FUR	ThiR	MntR	NagC	IscR	SahR_SamR	NrtR	Phr	Zur	ArgR	BirA	XylR	TrpR	HutC	PhnF	HisR	HypR	HexR	PhrR	PsrA	ModE	TyrR	Rex	NadQ	NiaR	AraR	CzrA	NikR	SdaR
NPP 8d VGPM (mgC/m2/day)	0.3674909697138094	0.13437065851625452	0.1954987496526813	0.3054181717143651	0.3305918310641845	0.3822728535704362	0.3952764656849125	0.4638510697415949	0.47090858571825506	0.35009724923589886	0.38605168102250625	0.4123367602111698	0.44634620727979996	0.18860794665184774	0.2617949430397333	0.301083634342873	-0.02289524868018894	0.12848013337038067	0.2615170880800222	0.18266185051403167	0.2980272297860517	0.23828841344818005	0.29158099472075577	0.17499305362600723	0.2863573214781884	0.3188107807724368	0.22422895248680189	-0.14159488746874133	0.0739094192831342	-0.05812725757154765	-0.07707696582383995	0.09469297026951931	-0.026118366212836898	0.09886079466518477	0.13559322033898305	0.15732147818838566	0.1972770213948319	0.14648513475965547	-0.0955265351486524	-0.15181994998610726	-0.09480411225340372	0.020505696026674076	0.05451514309530425	-0.10780772436787997	-0.013448180050013893	0.06629619338705196	-0.27174215059738815	-0.3611558766323979	-0.3718255070853015	-0.304306751875521	-0.07874409558210614	-0.34465129202556266	-0.4774103917754932	-0.42650736315643234	-0.4549597110308419	-0.41022506251736596	-0.44012225618227285	-0.544762434009447	-0.564156710197277	-0.45823839955543205	-0.47729924979160876	-0.5036954709641567	-0.5357599333148096	-0.4727979994442901	-0.44995832175604333	-0.45812725757154765	-0.39877743817727146	-0.4196165601555988	-0.3493748263406502	-0.3358710752986941	-0.2973603778827452	-0.02172825784940261	-0.11603223117532648	-0.04984717977215893	-0.25156988052236734	0.0657404834676299	-0.04367879966657405	-0.0945818282856349	-0.12420116699083078	-0.1403723256460128	-0.28085579327591	-0.2657404834676299	-0.23639899972214504	-0.11847735482078355	-0.25684912475687693	-0.11147540983606558	0.16510141706029452	-0.04823562100583496
Carbon.total	0.29055396309026743	0.46294120981076925	0.31827208174490385	0.10706325948179729	0.2215018078453838	0.2796936475940064	0.49673786325808905	0.34096527830425527	0.46237387989678547	0.38675690707580374	0.3529602536284839	0.3860274829006817	0.39218706482393423	0.3242695694070182	0.18065405403855123	0.23957531796229584	0.04781780703577623	-0.024962516215286577	0.11443854836358651	0.15390850095074418	0.39429429021873114	0.31195040556051307	0.2485715494554673	0.03890262267317388	0.29363375405189374	0.5123799594579277	0.22044819514798536	-0.026664505957237933	-0.05016817382228049	0.1731977180261929	-0.03444503049187271	-0.2596750063434357	0.037119585800653415	-0.041090895198539916	0.2313085106442464	0.2881225491731941	0.13859059327318196	0.17676379177123383	0.07577906708211997	0.025286704737563025	-0.09441990711301579	-0.10536126973984594	0.0443327804213044	-0.0945009542435849	-0.14847834320261366	-0.20934473826001698	-0.34671962457466227	-0.18008672412456744	0.06816063680862341	-0.20472505181757758	-0.1684969844531844	-0.3337520836836043	-0.3998865422279999	-0.21842201688375754	-0.34671962457466227	-0.38051627802198207	-0.3439640221353124	-0.4039388987564555	-0.48466184080329133	-0.40077806066426014	-0.42266078591792045	-0.4019127204922277	-0.4344126198504417	-0.2814766844665269	-0.35133931101710164	-0.39802245822491034	-0.33099648124425446	-0.3654415117361272	-0.30635815355124435	-0.3319690468110838	-0.29241804709335706	-0.06240629053821644	-0.3130040182579116	-0.19994327111399995	-0.22587835289611588	0.036065973103254954	-0.007780524534634777	-0.1652550992304199	-0.2624306087827855	-0.31267982973563513	-0.06305466758276934	-0.18875876709546247	-0.2075617013874965	-0.18916400274830802	-0.21210034069936679	-0.22158285497595293	0.07310451177333926	-0.013372776543903522
CO3	0.27167019027484146	0.43325279371791	0.30564784053156147	0.17290848686197524	0.3142555119299305	0.38508003624282694	0.4574146783449109	0.4247961340984597	0.572938689217759	0.40863787375415284	0.46723044397463004	0.4645122319540924	0.49426155240108727	0.3434007852612504	0.2704620960434914	0.38266384778012685	0.06508607671398368	0.16596194503171247	0.24509211718514043	0.22108124433705828	0.4335548172757475	0.3899124131682271	0.3106312292358804	0.19087888855330715	0.46375717305949865	0.45560253699788583	0.39912413168227123	-0.012080942313500454	-0.03896103896103896	0.15478707339172457	0.03820598006644518	-0.11809121111446692	-0.022047719722138325	-0.04696466324373301	0.15554213228631833	0.26155240108728484	0.1505587435819994	0.21851404409543945	0.02159468438538206	0.08396254907882815	-0.00347327091513138	-0.03669586227725763	0.05964965267290849	-0.0946843853820598	-0.14995469646632437	-0.07822410147991543	-0.3743581999395953	-0.3918755662941709	0.014044095439444277	-0.17834491090305044	-0.18755662941709453	-0.3154636061612806	-0.4175475687103594	-0.28057988523104804	-0.4494110540622169	-0.46783449109030506	-0.4601328903654485	-0.5178193899124132	-0.5702204771972214	-0.48686197523406827	-0.5057384475989127	-0.5083056478405316	-0.5161582603443069	-0.3808517064331018	-0.4492600422832981	-0.47191180912111147	-0.44457867713681665	-0.465418302627605	-0.4013893083660526	-0.43068559347629115	-0.325732407127756	-0.20688613711869525	-0.34868619752340685	-0.253397765025672	-0.3434007852612504	0.054817275747508304	-0.14255511929930534	-0.18212020537601933	-0.2792207792207792	-0.30806402899426155	-0.22319540924192088	-0.3012684989429176	-0.19223799456357596	-0.2755964965267291	-0.30640289942615523	-0.30700694654183025	0.08335850196315313	-0.0160072485653881
Nitracline	-0.15524718152577102	-0.03746747621180619	-0.09274356766008816	5.7820179339207085e-05	0.04747036723748902	0.06712922821281943	-0.1420641806364318	-0.015206707166211465	-0.09783174344193839	-0.1557675631398239	0.02781150626215861	-0.06603064480537449	-0.025383058729911912	0.04249783181431721	-0.10679387123951549	-0.2847065630662557	0.05487135019290753	-0.16357328735061685	-0.14668979498356838	-0.020352703127400895	-0.059612604898722506	-0.11708586316189436	0.14079213669096927	0.2604799079231279	0.15241399273814987	0.28193119445797377	-0.004509973988458153	-0.21052327297405302	-0.11806880621066088	-0.24509974021889885	-0.24035848551308386	-0.10870193715770933	0.18242266581519836	0.005377276678546259	-0.23185891915022042	0.14489736942405296	0.10598438872876659	0.11777970531396484	0.14235328153312785	0.05157559997057272	-0.07551315421700446	-0.1428158429678415	0.2970222612655068	-0.07314252686409696	0.024457935860484597	0.1540907779389869	-0.08389708022118948	-0.02781150626215861	-0.00855738654220265	0.03567505065229077	-0.09280138783942737	0.20578201826823803	0.024689216577841427	0.0399537439233921	-0.023359352453039665	0.0775368604938767	-0.057473258263171845	-0.040878866792819414	0.036600173521718085	0.09413125196422914	0.06394911834916304	0.01746169416044054	0.06753396946819387	0.04099450715149783	0.04232437127629959	0.032668401326652004	0.07603353583105732	0.004741254705814981	0.047586007596167434	-0.04376987575977977	-0.09413125196422914	0.047990748851541885	0.16981786671925123	0.07782596139057274	-0.2804856899744936	-0.17577334519118953	-0.06712922821281943	-0.14362532547859042	-0.11431049455361242	-0.03076033540845817	-0.17028042815396488	0.17652500752259923	0.020583983844757722	0.08563168560136569	0.18733738105903097	0.03469210760352425	0.08736629098154192	0.024168834963788563
Residence.time	-0.06705750126783473	-0.0335012229240373	-0.17419534812104195	-0.07559109133065442	-0.012827912804109599	-0.21347739011989258	-0.12693027025697287	-0.010212780365503564	-0.16244101600225483	8.258312964019056e-05	-0.11564390920614684	-0.08643700902339944	0.06826872050255753	-0.1268476871273327	-0.14537383587661543	-0.1439699226727322	-0.10044861335235178	-0.14611708404337714	-0.09557620870358054	0.12112192347227947	-0.12153483912048044	0.046852162215868104	-0.21226617088516977	-0.039006764900050006	0.028738929114786312	0.07041588187320248	-0.22820471490572655	-0.12423255468872665	0.12514096911476874	0.06689233500855435	-0.16651511706450423	-0.13488577841231122	-0.1045777698343613	0.018636259588803	-0.1362621639063144	-0.013901493489432077	-0.11564390920614684	-0.17807675521413088	0.030087786898909424	-0.12701285338661308	0.10892714799541134	0.06009299066817866	0.026178852095940404	-0.02207722332381094	-0.23706863748710702	-0.025380548509418562	-0.06532325554539073	-0.14647494427181798	0.01010266952598331	-0.13766607711019765	0.018113233101081795	-0.11790118141631205	0.08822631016560357	0.12965551353509916	0.051118957247277955	0.1672033098115058	0.1316650363563438	0.11016589494001419	0.09546609786406028	0.06920466263847969	0.11966295484863611	0.06243284600798406	0.09249310519701343	0.1924737474814041	0.09472284969729856	0.12596680041117067	0.11057881058821516	0.05676213777269097	0.12530613537404914	0.0777933081210595	0.049274600685313696	0.11206530692173858	0.03184956033123349	0.10686256975440657	0.0571199980011318	0.029784982090228725	0.0060010407538538466	-0.00891897800114058	0.13315153268986724	0.12037867530551777	0.09805370259278626	0.07437987209593162	0.056872248612211226	-0.03281303017703571	0.044264557487142135	0.1714425771330356	0.12236067041688234	0.05728516426041218
Okubo.Weiss	0.09935710111046171	-0.015780245470485097	0.18930450029222676	0.10356516656925774	-0.11531268264172999	-0.051548801870251314	0.15680888369374635	-0.020338983050847456	-0.04558737580362361	-0.1200467562828755	-0.06680303915838691	-0.15780245470485096	-0.03851548801870251	0.04465225014611338	0.036937463471654004	-0.03828170660432496	-0.01952074810052601	-0.17089421390999415	-0.032144944476914086	-0.11157218001168907	0.02402104032729398	-0.1288720046756283	-0.010987726475745179	-0.16037405026300408	-0.07475160724722385	0.0015195791934541204	-0.210812390414962	0.04915254237288136	-0.055639976621858565	-0.20005844535359438	-0.12156633547632963	-0.21876095850379895	-0.06715371127995325	-0.1343074225599065	-0.0043249561659848045	0.13565166569257744	0.13904149620105202	0.08445353594389246	0.11455289304500292	0.1254821741671537	-0.19310344827586207	-0.017942723553477497	0.027177089421391	-0.2540035067212157	0.1636469900642899	-0.0031560490940970194	0.02565751022793688	0.05295149035651666	0.058270017533606076	-0.0026884862653419055	0.007597895967270602	0.2413208649912332	0.023378141437755698	0.049970777323202806	-0.0001168907071887785	0.021332554061952076	0.045236703682057275	0.08194038573933372	0.06984219754529515	0.1038573933372297	0.10151957919345413	0.11542957334891876	0.08573933372296902	0.0018118059614260667	0.055523085914669784	0.05943892460549386	0.08012857977790766	0.09333722969023962	0.0962010520163647	0.020748100526008183	0.13331385154880188	0.08363530099357101	-0.014611338398597311	-0.04044418468731736	-0.03898305084745763	0.08305084745762711	-0.03109292811221508	0.048158971361776735	-0.08509643483343074	-0.09444769140853303	0.007597895967270602	-0.02887200467562829	0.057685563997662184	-0.10824079485680889	-0.021917007597895968	-0.01712448860315605	-0.09877264757451783	0.034599649327878436
Depth.Min.O2	-0.02414790206630413	-0.11917066573867797	-0.006029285101905236	-0.12501538088848407	-0.19130675535075847	-0.15091669749973002	-0.1369201427988786	-0.11154177438524686	-0.146702350260133	-0.04555801650980436	-0.1979820352850107	-0.3630183341203249	-0.24627783941761897	-0.01433493294636653	0.023102005671075673	-0.09240802268430269	-0.18247815930868294	-0.24744678244758017	-0.12695336538552504	-0.17081949066775395	0.0828411468338306	-0.21431647604578458	-0.10400516800786531	-0.11274147907389127	-0.09674541655863247	0.21905377148299585	-0.13818137080488938	-0.24889258040569012	-0.02805463271906926	-0.2191768181177286	0.02919281409034729	-0.012643041718791081	0.07976498096551161	-0.048941798964955256	-0.2152085641475971	0.20373446545876722	-0.015503875976327748	-0.016026824173941977	-0.04238956566543579	0.12658422548132675	-0.0454349698750716	0.07250522951627877	0.25006152343565136	-0.011566383664879432	0.09136212628907424	0.0	-0.10920388832532442	0.07841146798345125	0.20299618565037067	0.06186169561189504	0.21542389575837942	0.15119355242787874	0.06773717242038434	0.0386674049647698	-0.07628891353431115	0.14713301348169766	0.047957425887093175	0.12916820481071473	0.09736064973229629	0.11667897138533959	0.10335917317551832	0.06595299621675932	0.10920388832532442	0.1077273287085313	0.13061400276882465	0.08699397075606126	0.16156023140411377	0.07539682543249863	0.12366186790642371	0.06878306881561279	0.14510274400860712	0.12947582139754663	0.08973175837886517	0.3468069399942838	-0.02716254461725675	0.10969607486425546	0.2627045651544424	0.024270948701036892	0.11455641693619947	0.05118740004882812	-0.05487879909081092	0.10203642185214115	0.10495877942704421	0.03199212503051758	0.18592346508120022	0.1489171896853227	0.18269349091946527	-0.04146671590494009
Alkalinity.total	0.2662562721134406	0.03732204970376263	0.03539823270872332	0.07310504581149381	0.05463640265911643	-0.0934975059589105	0.09311274255990265	0.2574067139362598	0.00884955817718083	0.13659100664779106	0.131204319061681	0.06540977783133657	-0.007310504581149381	0.1881493021148446	-0.006156214384125795	-0.11542901970235865	-0.10465564453013851	-0.1666025517704043	-0.15198154260810556	-0.10311659093410706	0.1708349491594908	-0.09234321576188692	-0.11465949290434292	0.028087728127573937	0.03886110329979408	0.186995011917821	0.3051173754132347	0.22316277142456006	0.0007695267980157243	0.09426703275692623	0.14736438182001121	-0.03886110329979408	-0.046556371279951325	-0.08926510856982402	0.1596768105882628	0.17352829295254585	-0.16390920797734929	0.012697192167259452	-0.1027318275350992	0.0019238169950393108	-0.032704888915668286	0.3720662068406027	0.05117353206804567	-0.1354367164507675	-0.1912274093069075	-0.07656791640256458	-0.2146979766463871	-0.3328203401418008	-0.015005772561306625	0.06848788502339946	0.24355523157197675	-0.23970759758189814	-0.1250481046775552	0.06733359482637588	-0.33205081334378506	-0.20161602108011978	-0.12158523408648444	-0.08926510856982402	-0.22085419103051288	-0.18737977531682887	-0.15236630600711343	-0.1331281360567203	-0.2166217936414264	-0.14621009162298762	-0.16968065896246723	-0.12273952428350804	-0.14274722103191687	-0.048480188274990635	-0.05925356344721078	-0.08272413078669037	-0.20084649428210405	0.09772990334799699	0.07002693861943092	0.15775299359322348	-0.048480188274990635	0.04617160788094346	0.1119661491112879	0.03693728630475477	-0.08349365758470609	-0.07772220659958816	0.08964987196883188	-0.21085034265630848	-0.240092360980906	0.16121586418429426	-0.03039630852162111	0.05309734906308498	0.19276646290293895	0.11042709551525644
Si	0.04942751169166264	0.03193033381712627	0.10917593936461861	-0.15062086760199966	-0.006369940332204483	-0.04378326076439284	0.1726334462183519	0.10256410256410256	0.098451862602806	0.09893565553942912	-0.15594258990485405	0.06982744718593775	0.07514916948879213	0.036768263183357526	-0.07442348008385745	0.08853410740203194	0.12231898080954685	0.2727785840993388	0.2238348653442993	0.02967263344621835	0.24600870827285923	-0.01128850185453959	0.10498306724721819	0.019996774713755845	0.14666989195291083	0.14497661667472989	0.05990969198516368	0.19343654249314626	-0.13554265441057894	-0.06845670053217223	0.00822447992259313	-0.1952910820835349	-0.06047411707789066	-0.14537977745524916	0.0660377358490566	0.04233188195452346	-0.08442186744073536	0.10748266408643767	0.09603289791969037	0.13538139009837122	0.10893404289630705	0.056523141428801806	-0.06708595387840671	0.0706337687469763	-0.04741170778906628	0.09103370424125141	0.03959038864699242	-0.3369617803580068	0.006934365424931463	0.08313175294307369	0.15779712949524272	0.18964683115626513	0.0429769392033543	0.037413320432188354	-0.19738751814223512	-0.1643283341396549	-0.13836477987421383	0.009595226576358652	-0.02427027898726012	-0.05079825834542816	-0.05620061280438639	-0.08176100628930817	-0.08337364941138527	-0.052491533623609095	-0.06063538139009837	-0.1523141428801806	-0.15578132559264635	-0.0878890501532011	-0.07402031930333818	-0.11820674084825028	-0.014675052410901468	-0.3166424770198355	-0.30043541364296084	-0.19835510401548137	-0.02507660054829866	-0.12175455571681987	-0.07256894049346879	-0.10216094178358329	0.03313981615868408	-0.17392356071601356	-0.20811159490404774	-0.12360909530720851	-0.022657635865183035	-0.15505563618771165	-0.18795355587808418	-0.12086760199967747	0.14102564102564102	-0.17706821480406387
PO4	0.1789246984258334	0.02611065582055728	0.11534429855913332	0.08397339382874115	-0.036745506877397395	0.03971869104382582	0.22672435156302875	0.01722922106699546	-0.019973698759083232	-0.10051649547271467	0.10185061657303511	0.07581619624392472	0.08759457967246807	-0.1738550382446157	0.021040995639339588	0.13501305535242902	-0.1635251291535631	-0.003659303589450363	-0.029503135189943554	-0.07509195907517933	0.2130019631025899	-0.019440050318955054	-0.02496712344885404	-0.08984352667015111	-0.01871581315020967	0.10478568299374008	0.16764184569169477	-0.17152985575548577	-0.010329909091052587	-0.19447673868099744	-0.18323200369258225	-0.0023633002348533595	-0.026301244549174485	-0.04936248071185646	-0.00011435323717032385	-0.15117497953916814	-0.19581085978131788	-0.15491051862006538	0.28500638477417045	0.025767596109046307	-0.11320970479862061	0.10333720865624932	-0.21631820698052928	-0.11244734988415178	-0.2608397339855087	-0.1602851207670706	-0.11054146259797973	-0.03899445387508043	-0.08195315330539876	-0.030379843341582703	-0.05912062361705743	0.11366711774730191	-0.04059539919546497	0.0433017591418293	-0.012769444817352829	-0.06563875813576589	-0.06662981952457536	-0.09026282187310895	-0.004955306944047367	0.04455964475070286	0.02820713183534655	0.010749204294010443	-0.016466866152526634	-0.07619737370115913	-0.04261563971880736	0.002172711506236153	-0.010329909091052587	-0.006861194230219431	0.060340391480207554	0.1012026148957366	0.08343974538861297	-0.14667708554380207	-0.22485658202258013	-0.17698069339393788	0.21479349715159163	0.2724656464311583	0.1576168785664297	0.1040614458249947	0.10284167796184458	0.01745792754133611	-0.02637748004062137	0.11656406642228344	0.039032571620803876	0.04848577256021731	0.042806228447424564	0.09293106407374985	0.19337132405501764	0.07006041663968508
Ammonium.5m	0.206081438392385	-0.12289793759915389	-0.014701216287678478	0.07768376520359598	0.010047593865679535	0.10676890534108938	0.17123215230037017	0.060655737704918035	0.09508196721311475	-0.01343204653622422	0.14225277630883132	0.16129032258064516	0.15864621893178213	0.02617662612374405	0.06176626123744051	0.2004230565838181	-0.08376520359598097	0.09434161819143311	0.098783712321523	-0.06589106292966684	0.12781597038603915	0.053516657852987835	0.1881544156530936	-0.10988894764674775	0.013273400317292438	0.0884188260179799	0.13421470121628767	-0.10819672131147541	0.030988894764674774	-0.250502379693284	0.13072448439978848	0.07911158117398202	-0.1797990481226864	0.12152300370174511	0.10809095716552089	-0.01935483870967742	-0.16573241671073505	-0.0165520888418826	0.14584875727128505	-0.005605499735589635	-0.054732945531464836	0.08350079323109466	-0.12374405076679006	-0.26361713379164464	-0.16858804865150714	-0.006768905341089371	0.07197250132205182	-0.011792702273929138	-0.2365943945002644	-0.23437334743521945	-0.08180856689582232	0.016710735060814386	-0.20666314119513485	-0.06959280803807509	-0.03172924378635643	-0.1654151242728715	-0.11697514542570069	-0.14426229508196722	-0.09873083024854575	-0.09074563722897938	-0.1039132734003173	-0.09524061343204654	-0.16790058170280275	-0.19814912744579588	-0.15013220518244316	-0.12263352723426758	-0.15071390798519302	-0.12416710735060814	-0.07964040190375463	-0.05314648334214701	-0.05166578529878371	0.015970386039132735	-0.10936012691697515	-0.2297726070861978	0.18968799576943415	0.09841353781068218	0.043204653622422	0.0842411422527763	0.13844526705446852	-0.004918032786885246	0.00814383923849815	-0.14034902168164992	-0.2216816499206769	0.040560549973558964	0.011581173982020096	-0.08212585933368588	0.1810153358011634	0.016816499206768906
Brunt.Väisälä	0.08092027044159021	0.2265767572364526	0.04791749347717695	0.06071664736401671	0.04291947677343167	-0.11971440009447024	0.005368240163281965	0.21991273496479224	0.007589580920502089	0.2621975429504467	-0.08092027044159021	-0.047653048148936464	0.03226233004533989	0.23493322960885213	-0.044982150333707505	-0.14020891303310828	-0.0828507213377458	0.004046013522079511	-0.08687029032700126	-0.17334391266164179	0.1934946466735672	-0.1852439524324639	0.13534311899348325	0.04397725808639364	0.35107761777207575	0.45833664290641885	-0.13975935597509945	-0.03369033481783854	-0.07481158335923488	-0.34245670007143575	-0.18775618305074854	-0.005870686286938898	-0.2320243309982067	-0.027026312546178172	-0.13010710149432153	0.4013751192034171	0.14198069673231956	0.24484992941787054	-0.08330027839575463	0.07912204220955488	-0.04670104496727069	-0.0012957821083784055	0.558614311375213	-0.12867909672182287	0.12077218140743219	0.2884569640447275	-0.2822160542982519	-0.1742165822448354	0.009414253685361477	-0.2017982299803186	0.026338754692752896	0.02065318013558234	0.004178236186199756	0.0349067833277448	-0.3169112813634043	-0.07933359847214727	-0.2009784494627731	-0.05997620044494334	-0.1179161718624349	-0.10033055753444226	-0.11794261639525895	-0.1297104335019608	-0.09020230146283145	-0.04868438492907438	-0.13849001839954508	-0.10501123984429894	-0.0946978720429198	-0.09350786806583758	-0.11897395317539686	-0.3073119159482745	-0.27195557556252087	0.0422319189200064	0.10670368994503808	0.12947243270654435	-0.3537749601201287	-0.22734364868835003	0.06653444458530751	-0.07571069747525255	-0.14882983073374828	-0.14806293928185085	-0.27616025628154467	-0.14917360966046092	-0.26775089484349707	-0.14441359375213209	-0.039693243768897685	-0.10421790385957747	0.11929128756928545	-0.21549649798317605
Longitude	-0.13611845584346907	-0.06282390269698572	0.16160761501850873	-0.12295081967213115	0.06240084611316764	-0.05637228979375992	-0.015388683236382867	-0.019725013220518246	0.018191433104177684	0.04558434690639873	-0.23548387096774193	-0.014489687995769435	-0.020253833950290852	0.23611845584346908	0.3030671602326811	0.21274457958751983	0.3019037546271814	0.22295081967213115	0.15970386039132733	0.0898995240613432	0.08286620835536752	0.053305129561078794	0.17265996827075622	0.039978847170809094	0.07350608143839238	-0.18540454785827604	-0.3635113696456901	0.31655208884188263	0.11179270227392914	0.22258064516129034	0.2083553675304072	0.19333685880486515	-0.05658381808566896	-0.14410364886303542	0.14167107350608144	0.04843997884717081	0.2900052882072977	0.2054997355896351	-0.23442622950819672	-0.02686409307244844	-0.1496562665256478	-0.1277102062400846	0.13839238498149128	0.17313590692755157	0.2683765203595981	0.2118455843469064	0.04383923849814913	0.07361184558434691	-0.0520888418826018	0.11676361713379164	0.08133262823902697	-0.14262295081967213	-0.09381279746166049	-0.08365943945002643	-0.05684822845055526	-0.048016922263352725	-0.007297726070861978	-0.052670544685351664	-0.07630883130618721	-0.13670015864621893	-0.12691697514542571	-0.10877842411422528	-0.114806980433633	-0.05579058699101005	-0.06869381279746166	-0.09413008989952407	-0.16853516657852988	-0.14436805922792173	-0.13172924378635642	-0.18556319407720784	-0.09566367001586462	0.18127974616604972	0.05838180856689582	0.17895293495505024	0.014648334214701216	-0.06329984135378107	-0.07710206240084612	-0.1845055526176626	-0.30507667900581703	0.041195134849286094	0.13352723426758328	-0.2738762559492332	-0.25859333685880487	-0.1960867265996827	-0.18096245372818615	-0.1686409307244844	-0.09243786356425172	-0.2641988365943945
Iron.5m	-0.27186673717609733	-0.05156002115282919	0.071602326811211	-0.042781597038603916	0.11189846641988366	0.08302485457429931	-0.030671602326811213	0.015230037017451084	0.09619249074563722	0.1341618191433104	-0.07371760973030143	0.08265468006345848	-0.01961924907456372	0.22236911686938127	0.1928609201480698	0.13521946060285564	0.3001586462189318	0.17355896351136965	0.1757800105764146	0.1686409307244844	-0.03141195134849286	0.10898995240613432	0.22712850343733473	0.15081967213114755	0.08059227921734533	-0.15875198307773664	-0.18831306187202537	0.25573770491803277	0.06668429402432575	0.37657324167107353	0.2748281332628239	0.18593336858804865	0.10285563194077207	0.01565309360126917	0.0849286092014807	0.027181385510312003	0.37123215230037016	0.2865679534637758	-0.23056583818085669	-0.06641988365943945	-0.030936012691697514	-0.09862506610259122	0.15510312004230567	0.18027498677948176	0.19127445795875198	0.16441036488630353	0.1331041776837652	0.06329984135378107	-0.0417239555790587	0.13918561607615018	-0.015282919090428344	-0.21967213114754097	-0.11216287678476997	-0.14357482813326283	-0.06208355367530407	-0.09106292966684294	-0.053939714436805924	-0.09397144368059228	-0.1418297197250132	-0.19164463246959282	-0.18069804336329984	-0.16107879428873612	-0.16604970914859862	-0.05896351136964569	-0.0946060285563194	-0.13950290851401376	-0.20158646218931783	-0.20507667900581703	-0.1904283447911158	-0.22406134320465362	-0.165520888418826	0.14357482813326283	0.13664727657324166	0.18688524590163935	-0.11702802749867795	-0.24621893178212587	-0.1355367530407192	-0.25901639344262295	-0.3101004759386568	-0.012321523003701745	0.06536224219989424	-0.20803807509254363	-0.20544685351665784	-0.12374405076679006	-0.1737704918032787	-0.19682707562136437	-0.08159703860391328	-0.1474881015335801
Latitude	-0.2215230037017451	0.04611316763617134	-0.0224748810153358	0.07080909571655208	0.040719196192490745	0.10248545742993126	0.0701216287678477	0.1264939185616076	0.17514542570068747	0.24563722897937598	-0.009254362771020624	0.1818085668958223	0.006187202538339503	0.08122686409307245	0.030777366472765733	0.09048122686409307	0.26092014806980435	0.07964040190375463	0.17049180327868851	0.2263881544156531	0.017609730301427817	0.21618191433104178	0.1757800105764146	0.1026969857218403	0.0925965097831835	-0.03648863035430989	0.1690639873083025	-0.034690639873083025	-0.0026441036488630354	0.21797990481226864	0.2052353252247488	0.020782654680063458	0.19048122686409308	0.0651507139079852	-0.13595980962453727	0.01649920676890534	0.2474881015335801	0.14235854045478583	-0.11734531993654151	0.013696456901110524	0.23146483342147012	0.2006874669487044	0.08529878371232152	0.11671073506081438	0.048016922263352725	0.07049180327868852	0.1263881544156531	-0.0935483870967742	-0.1212585933368588	-0.04447382337387626	-0.036118455843469066	-0.17017451084082497	-0.06282390269698572	-0.08392384981491274	-0.1850872554204125	-0.14505552617662612	-0.06240084611316764	-0.09122157588577472	-0.15917503966155475	-0.17086197778952936	-0.17974616604970914	-0.1774193548387097	-0.17392913802221047	-0.03632998413537811	-0.12659968270756214	-0.17382337387625596	-0.22712850343733473	-0.17895293495505024	-0.1850872554204125	-0.1907456372289794	-0.1550502379693284	-0.04336329984135378	0.02913802221047065	-0.008514013749338974	-0.2487572712850344	-0.21771549444738234	-0.07641459545214173	-0.18915917503966156	-0.1014806980433633	-0.0896351136964569	-0.11263881544156532	-0.10840824960338445	-0.023479640401903756	-0.0562665256478054	-0.14706504494976202	-0.14436805922792173	-0.03680592279217346	-0.05076679005817028
Salinity	-0.23844526705446853	0.0057112638815441565	0.011316763617133793	0.04769962982548916	0.11930195663670017	0.11544156530936013	0.02548915917503966	0.11057641459545214	0.11570597567424643	0.2646218931782126	0.03791644632469593	0.14098360655737704	0.03590692755156002	0.12496033844526705	0.07514542570068747	-0.07578001057641459	0.09888947646747752	-0.013907985193019567	0.05002644103648863	0.08408249603384453	-0.11893178212585934	0.014436805922792173	0.26684294024325755	0.2288207297726071	0.16171337916446324	0.03918561607615018	-0.12559492332099417	0.10449497620306716	0.11232152300370174	0.07831835007932311	0.016234796404019036	0.19820200951877315	0.21909042834479112	0.0612374405076679	-0.02829190904283448	-0.0014278159703860391	0.35224748810153356	0.22215758857747223	-0.10015864621893178	-0.02384981491274458	-0.012374405076679007	-0.1304071919619249	0.30978318350079326	0.1898995240613432	0.14167107350608144	0.2765732416710735	0.09471179270227392	-0.02014806980433633	-0.1041776837652036	-0.06261237440507668	-0.13384452670544686	-0.29349550502379695	-0.0780539397144368	-0.08942358540454785	-0.21877313590692754	-0.11972501322051825	-0.14151242728714966	-0.15711263881544157	-0.16023268112109995	-0.13976731887890007	-0.17477525118984663	-0.1452141723955579	-0.1641988365943945	-0.08302485457429931	-0.07741935483870968	-0.1277102062400846	-0.15081967213114755	-0.18524590163934426	-0.14759386567953464	-0.2044420941300899	-0.18942358540454785	0.09952406134320466	0.254151242728715	0.18376520359598097	-0.2325753569539926	-0.28164992067689054	-0.113590692755156	-0.11835007932310947	-0.25875198307773667	-0.06599682707562136	-0.158011634056055	-0.12406134320465362	-0.19492332099418297	-0.006187202538339503	-0.041882601797990485	-0.0940772078265468	0.008461131676361713	-0.05690111052353252
